date,family,sales,onpromotion,dcoilwtico,dcoilwtico_interpolated
2013-01-06,"LIQUOR,WINE,BEER",0.0,0.0,,93.16537313432836
2013-01-06,MAGAZINES,0.0,0.0,,93.16656716417911
2013-01-06,MEATS,536.73303,0.0,,93.16776119402985
2013-01-06,PLAYERS AND ELECTRONICS,0.0,0.0,,93.1689552238806
2013-01-06,PET SUPPLIES,0.0,0.0,,93.17014925373135
2013-01-06,POULTRY,268.455,0.0,,93.17134328358209
2013-01-06,PREPARED FOODS,147.0,0.0,,93.17253731343284
2013-01-06,PRODUCE,0.0,0.0,,93.17373134328359
2013-01-06,SCHOOL AND OFFICE SUPPLIES,0.0,0.0,,93.17492537313433
2013-01-06,HOME APPLIANCES,0.0,0.0,,93.17611940298508
2013-01-06,PERSONAL CARE,489.0,0.0,,93.17731343283583
2013-01-06,SEAFOOD,7.361,0.0,,93.17850746268657
2013-01-06,HOME AND KITCHEN II,0.0,0.0,,93.17970149253732
2013-01-06,HARDWARE,2.0,0.0,,93.18089552238806
2013-01-06,HOME AND KITCHEN I,0.0,0.0,,93.1820895522388
2013-01-06,AUTOMOTIVE,10.0,0.0,,93.18328358208956
2013-01-06,BABY CARE,0.0,0.0,,93.1844776119403
2013-01-06,BEAUTY,9.0,0.0,,93.18567164179105
2013-01-06,BOOKS,0.0,0.0,,93.1868656716418
2013-01-06,BREAD/BAKERY,540.281,0.0,,93.18805970149253
2013-01-06,CELEBRATION,0.0,0.0,,93.18925373134329
2013-01-06,BEVERAGES,1124.0,0.0,,93.19044776119404
2013-01-06,DAIRY,438.0,0.0,,93.19164179104477
2013-01-06,DELI,379.7,0.0,,93.19283582089552
2013-01-06,EGGS,251.0,0.0,,93.19402985074628
2013-01-06,FROZEN FOODS,139.702,0.0,,93.19522388059701
2013-01-06,GROCERY I,4643.0,0.0,,93.19641791044776
2013-01-06,GROCERY II,13.0,0.0,,93.19761194029851
2013-01-06,CLEANING,1751.0,0.0,,93.19880597014925
2013-01-07,MAGAZINES,0.0,0.0,93.2,93.2
2013-01-07,HOME CARE,0.0,0.0,93.2,93.2
2013-01-07,LADIESWEAR,0.0,0.0,93.2,93.2
2013-01-07,LAWN AND GARDEN,0.0,0.0,93.2,93.2
2013-01-07,LINGERIE,46.0,0.0,93.2,93.2
2013-01-07,"LIQUOR,WINE,BEER",29.0,0.0,93.2,93.2
2013-01-07,PERSONAL CARE,279.0,0.0,93.2,93.2
2013-01-07,HOME APPLIANCES,0.0,0.0,93.2,93.2
2013-01-07,PLAYERS AND ELECTRONICS,0.0,0.0,93.2,93.2
2013-01-07,POULTRY,156.69,0.0,93.2,93.2
2013-01-07,PREPARED FOODS,83.0,0.0,93.2,93.2
2013-01-07,PRODUCE,0.0,0.0,93.2,93.2
2013-01-07,SCHOOL AND OFFICE SUPPLIES,0.0,0.0,93.2,93.2
2013-01-07,SEAFOOD,12.832,0.0,93.2,93.2
2013-01-07,PET SUPPLIES,0.0,0.0,93.2,93.2
2013-01-07,HOME AND KITCHEN II,0.0,0.0,93.2,93.2
2013-01-07,MEATS,227.992,0.0,93.2,93.2
2013-01-07,HARDWARE,2.0,0.0,93.2,93.2
2013-01-07,BABY CARE,0.0,0.0,93.2,93.2
2013-01-07,BEAUTY,2.0,0.0,93.2,93.2
2013-01-07,BEVERAGES,575.0,0.0,93.2,93.2
2013-01-07,BOOKS,0.0,0.0,93.2,93.2
2013-01-07,BREAD/BAKERY,349.624,0.0,93.2,93.2
2013-01-07,CELEBRATION,0.0,0.0,93.2,93.2
2013-01-07,CLEANING,1043.0,0.0,93.2,93.2
2013-01-07,AUTOMOTIVE,7.0,0.0,93.2,93.2
2013-01-07,DAIRY,321.0,0.0,93.2,93.2
2013-01-07,DELI,238.428,0.0,93.2,93.2
2013-01-07,EGGS,165.0,0.0,93.2,93.2
2013-01-07,FROZEN FOODS,121.755,0.0,93.2,93.2
2013-01-07,GROCERY I,2801.0,0.0,93.2,93.2
2013-01-07,GROCERY II,8.0,0.0,93.2,93.2
2013-01-07,HOME AND KITCHEN I,0.0,0.0,93.2,93.2
2013-01-08,HOME CARE,0.0,0.0,93.21,93.21
2013-01-08,LADIESWEAR,0.0,0.0,93.21,93.21
2013-01-08,LAWN AND GARDEN,0.0,0.0,93.21,93.21
2013-01-08,LINGERIE,57.0,0.0,93.21,93.21
2013-01-08,"LIQUOR,WINE,BEER",39.0,0.0,93.21,93.21
2013-01-08,MAGAZINES,0.0,0.0,93.21,93.21
2013-01-08,MEATS,314.298,0.0,93.21,93.21
2013-01-08,PLAYERS AND ELECTRONICS,0.0,0.0,93.21,93.21
2013-01-08,PET SUPPLIES,0.0,0.0,93.21,93.21
2013-01-08,POULTRY,160.536,0.0,93.21,93.21
2013-01-08,PREPARED FOODS,86.0,0.0,93.21,93.21
2013-01-08,PRODUCE,0.0,0.0,93.21,93.21
2013-01-08,SCHOOL AND OFFICE SUPPLIES,0.0,0.0,93.21,93.21
2013-01-08,HOME APPLIANCES,0.0,0.0,93.21,93.21
2013-01-08,PERSONAL CARE,244.0,0.0,93.21,93.21
2013-01-08,HOME AND KITCHEN II,0.0,0.0,93.21,93.21
2013-01-08,SEAFOOD,16.697,0.0,93.21,93.21
2013-01-08,HARDWARE,1.0,0.0,93.21,93.21
2013-01-08,AUTOMOTIVE,5.0,0.0,93.21,93.21
2013-01-08,BABY CARE,0.0,0.0,93.21,93.21
2013-01-08,BEAUTY,1.0,0.0,93.21,93.21
2013-01-08,BEVERAGES,746.0,0.0,93.21,93.21
2013-01-08,BOOKS,0.0,0.0,93.21,93.21
2013-01-08,BREAD/BAKERY,335.194,0.0,93.21,93.21
2013-01-08,CELEBRATION,0.0,0.0,93.21,93.21
2013-01-08,HOME AND KITCHEN I,0.0,0.0,93.21,93.21
2013-01-08,DAIRY,245.0,0.0,93.21,93.21
2013-01-08,DELI,231.075,0.0,93.21,93.21
2013-01-08,EGGS,141.0,0.0,93.21,93.21
2013-01-08,FROZEN FOODS,80.059,0.0,93.21,93.21
2013-01-08,GROCERY I,2651.0,0.0,93.21,93.21
2013-01-08,GROCERY II,12.0,0.0,93.21,93.21
2013-01-08,CLEANING,1062.0,0.0,93.21,93.21
2013-01-09,HOME CARE,0.0,0.0,93.08,93.08
2013-01-09,LADIESWEAR,0.0,0.0,93.08,93.08
2013-01-09,LAWN AND GARDEN,8.0,0.0,93.08,93.08
2013-01-09,LINGERIE,71.0,0.0,93.08,93.08
2013-01-09,"LIQUOR,WINE,BEER",26.0,0.0,93.08,93.08
2013-01-09,MAGAZINES,0.0,0.0,93.08,93.08
2013-01-09,MEATS,344.722,0.0,93.08,93.08
2013-01-09,PLAYERS AND ELECTRONICS,0.0,0.0,93.08,93.08
2013-01-09,PET SUPPLIES,0.0,0.0,93.08,93.08
2013-01-09,POULTRY,159.213,0.0,93.08,93.08
2013-01-09,PREPARED FOODS,92.0,0.0,93.08,93.08
2013-01-09,PRODUCE,0.0,0.0,93.08,93.08
2013-01-09,SCHOOL AND OFFICE SUPPLIES,0.0,0.0,93.08,93.08
2013-01-09,HOME APPLIANCES,0.0,0.0,93.08,93.08
2013-01-09,PERSONAL CARE,209.0,0.0,93.08,93.08
2013-01-09,SEAFOOD,16.348,0.0,93.08,93.08
2013-01-09,HOME AND KITCHEN II,0.0,0.0,93.08,93.08
2013-01-09,HARDWARE,1.0,0.0,93.08,93.08
2013-01-09,HOME AND KITCHEN I,0.0,0.0,93.08,93.08
2013-01-09,AUTOMOTIVE,5.0,0.0,93.08,93.08
2013-01-09,BABY CARE,0.0,0.0,93.08,93.08
2013-01-09,BEAUTY,4.0,0.0,93.08,93.08
2013-01-09,BOOKS,0.0,0.0,93.08,93.08
2013-01-09,BREAD/BAKERY,345.437,0.0,93.08,93.08
2013-01-09,CELEBRATION,0.0,0.0,93.08,93.08
2013-01-09,BEVERAGES,541.0,0.0,93.08,93.08
2013-01-09,DAIRY,318.0,0.0,93.08,93.08
2013-01-09,DELI,230.388,0.0,93.08,93.08
2013-01-09,EGGS,135.0,0.0,93.08,93.08
2013-01-09,FROZEN FOODS,76.0,0.0,93.08,93.08
2013-01-09,GROCERY I,2551.0,0.0,93.08,93.08
2013-01-09,GROCERY II,25.0,0.0,93.08,93.08
2013-01-09,CLEANING,899.0,0.0,93.08,93.08
2013-01-10,MAGAZINES,0.0,0.0,93.81,93.81
2013-01-10,HOME CARE,0.0,0.0,93.81,93.81
2013-01-10,LADIESWEAR,0.0,0.0,93.81,93.81
2013-01-10,LAWN AND GARDEN,1.0,0.0,93.81,93.81
2013-01-10,LINGERIE,27.0,0.0,93.81,93.81
2013-01-10,"LIQUOR,WINE,BEER",55.0,0.0,93.81,93.81
2013-01-10,MEATS,262.67902,0.0,93.81,93.81
2013-01-10,HOME APPLIANCES,0.0,0.0,93.81,93.81
2013-01-10,PET SUPPLIES,0.0,0.0,93.81,93.81
2013-01-10,PLAYERS AND ELECTRONICS,0.0,0.0,93.81,93.81
2013-01-10,POULTRY,148.281,0.0,93.81,93.81
2013-01-10,PREPARED FOODS,84.0,0.0,93.81,93.81
2013-01-10,PRODUCE,0.0,0.0,93.81,93.81
2013-01-10,SCHOOL AND OFFICE SUPPLIES,0.0,0.0,93.81,93.81
2013-01-10,PERSONAL CARE,228.0,0.0,93.81,93.81
2013-01-10,HOME AND KITCHEN II,0.0,0.0,93.81,93.81
2013-01-10,SEAFOOD,9.823,0.0,93.81,93.81
2013-01-10,HARDWARE,0.0,0.0,93.81,93.81
2013-01-10,AUTOMOTIVE,2.0,0.0,93.81,93.81
2013-01-10,BABY CARE,0.0,0.0,93.81,93.81
2013-01-10,BEAUTY,4.0,0.0,93.81,93.81
2013-01-10,BEVERAGES,647.0,0.0,93.81,93.81
2013-01-10,BOOKS,0.0,0.0,93.81,93.81
2013-01-10,BREAD/BAKERY,276.374,0.0,93.81,93.81
2013-01-10,CELEBRATION,0.0,0.0,93.81,93.81
2013-01-10,HOME AND KITCHEN I,0.0,0.0,93.81,93.81
2013-01-10,DAIRY,242.0,0.0,93.81,93.81
2013-01-10,DELI,217.412,0.0,93.81,93.81
2013-01-10,EGGS,130.0,0.0,93.81,93.81
2013-01-10,FROZEN FOODS,97.245,0.0,93.81,93.81
2013-01-10,GROCERY I,2522.0,0.0,93.81,93.81
2013-01-10,GROCERY II,5.0,0.0,93.81,93.81
2013-01-10,CLEANING,992.0,0.0,93.81,93.81
2013-01-11,LADIESWEAR,0.0,0.0,93.6,93.6
2013-01-11,LINGERIE,14.0,0.0,93.6,93.6
2013-01-11,"LIQUOR,WINE,BEER",69.0,0.0,93.6,93.6
2013-01-11,MAGAZINES,0.0,0.0,93.6,93.6
2013-01-11,MEATS,350.702,0.0,93.6,93.6
2013-01-11,PERSONAL CARE,185.0,0.0,93.6,93.6
2013-01-11,POULTRY,150.027,0.0,93.6,93.6
2013-01-11,PLAYERS AND ELECTRONICS,0.0,0.0,93.6,93.6
2013-01-11,HOME CARE,0.0,0.0,93.6,93.6
2013-01-11,PREPARED FOODS,92.0,0.0,93.6,93.6
2013-01-11,PRODUCE,0.0,0.0,93.6,93.6
2013-01-11,SCHOOL AND OFFICE SUPPLIES,0.0,0.0,93.6,93.6
2013-01-11,SEAFOOD,15.777,0.0,93.6,93.6
2013-01-11,PET SUPPLIES,0.0,0.0,93.6,93.6
2013-01-11,HOME APPLIANCES,1.0,0.0,93.6,93.6
2013-01-11,LAWN AND GARDEN,1.0,0.0,93.6,93.6
2013-01-11,HOME AND KITCHEN II,0.0,0.0,93.6,93.6
2013-01-11,HOME AND KITCHEN I,0.0,0.0,93.6,93.6
2013-01-11,AUTOMOTIVE,4.0,0.0,93.6,93.6
2013-01-11,BABY CARE,0.0,0.0,93.6,93.6
2013-01-11,BEAUTY,4.0,0.0,93.6,93.6
2013-01-11,BEVERAGES,747.0,0.0,93.6,93.6
2013-01-11,BREAD/BAKERY,333.326,0.0,93.6,93.6
2013-01-11,CELEBRATION,0.0,0.0,93.6,93.6
2013-01-11,BOOKS,0.0,0.0,93.6,93.6
2013-01-11,DAIRY,283.0,0.0,93.6,93.6
2013-01-11,DELI,216.361,0.0,93.6,93.6
2013-01-11,EGGS,120.0,0.0,93.6,93.6
2013-01-11,FROZEN FOODS,143.78,0.0,93.6,93.6
2013-01-11,GROCERY I,2602.0,0.0,93.6,93.6
2013-01-11,GROCERY II,18.0,0.0,93.6,93.6
2013-01-11,HARDWARE,1.0,0.0,93.6,93.6
2013-01-11,CLEANING,1029.0,0.0,93.6,93.6
2013-01-12,MAGAZINES,0.0,0.0,,93.61
2013-01-12,HOME CARE,0.0,0.0,,93.61999999999999
2013-01-12,LADIESWEAR,0.0,0.0,,93.63
2013-01-12,LAWN AND GARDEN,2.0,0.0,,93.64
2013-01-12,LINGERIE,38.0,0.0,,93.64999999999999
2013-01-12,"LIQUOR,WINE,BEER",123.0,0.0,,93.66
2013-01-12,MEATS,376.978,0.0,,93.66999999999999
2013-01-12,HOME APPLIANCES,0.0,0.0,,93.67999999999999
2013-01-12,PET SUPPLIES,0.0,0.0,,93.69
2013-01-12,PLAYERS AND ELECTRONICS,0.0,0.0,,93.69999999999999
2013-01-12,POULTRY,168.937,0.0,,93.71
2013-01-12,PREPARED FOODS,74.0,0.0,,93.72
2013-01-12,PRODUCE,0.0,0.0,,93.72999999999999
2013-01-12,SCHOOL AND OFFICE SUPPLIES,0.0,0.0,,93.74
2013-01-12,PERSONAL CARE,197.0,0.0,,93.75
2013-01-12,SEAFOOD,6.844,0.0,,93.75999999999999
2013-01-12,HOME AND KITCHEN II,0.0,0.0,,93.77
2013-01-12,HARDWARE,1.0,0.0,,93.78
2013-01-12,AUTOMOTIVE,7.0,0.0,,93.78999999999999
2013-01-12,BABY CARE,0.0,0.0,,93.8
2013-01-12,BEAUTY,1.0,0.0,,93.80999999999999
2013-01-12,BEVERAGES,923.0,0.0,,93.82
2013-01-12,BOOKS,0.0,0.0,,93.83
2013-01-12,BREAD/BAKERY,333.537,0.0,,93.83999999999999
2013-01-12,CELEBRATION,0.0,0.0,,93.85
2013-01-12,HOME AND KITCHEN I,0.0,0.0,,93.86
2013-01-12,DAIRY,337.0,0.0,,93.86999999999999
2013-01-12,DELI,258.789,0.0,,93.88
2013-01-12,EGGS,128.0,0.0,,93.89
2013-01-12,FROZEN FOODS,115.121,0.0,,93.89999999999999
2013-01-12,GROCERY I,2938.0,0.0,,93.91
2013-01-12,GROCERY II,17.0,0.0,,93.92
2013-01-12,CLEANING,889.0,0.0,,93.92999999999999
2013-01-13,HOME CARE,0.0,0.0,,93.94
2013-01-13,LADIESWEAR,0.0,0.0,,93.94999999999999
2013-01-13,LAWN AND GARDEN,1.0,0.0,,93.96
2013-01-13,LINGERIE,41.0,0.0,,93.97
2013-01-13,"LIQUOR,WINE,BEER",0.0,0.0,,93.97999999999999
2013-01-13,MAGAZINES,0.0,0.0,,93.99
2013-01-13,MEATS,438.581,0.0,,94.0
2013-01-13,PLAYERS AND ELECTRONICS,0.0,0.0,,94.00999999999999
2013-01-13,PET SUPPLIES,0.0,0.0,,94.02
2013-01-13,POULTRY,256.82898,0.0,,94.03
2013-01-13,PREPARED FOODS,114.0,0.0,,94.03999999999999
2013-01-13,PRODUCE,0.0,0.0,,94.05
2013-01-13,SCHOOL AND OFFICE SUPPLIES,0.0,0.0,,94.06
2013-01-13,HOME APPLIANCES,1.0,0.0,,94.07
2013-01-13,PERSONAL CARE,303.0,0.0,,94.08
2013-01-13,SEAFOOD,21.339,0.0,,94.08999999999999
2013-01-13,HOME AND KITCHEN II,0.0,0.0,,94.1
2013-01-13,HARDWARE,4.0,0.0,,94.11
2013-01-13,HOME AND KITCHEN I,0.0,0.0,,94.11999999999999
2013-01-13,AUTOMOTIVE,2.0,0.0,,94.13
2013-01-13,BABY CARE,0.0,0.0,,94.14
2013-01-13,BEAUTY,7.0,0.0,,94.14999999999999
2013-01-13,BOOKS,0.0,0.0,,94.16
2013-01-13,BREAD/BAKERY,482.061,0.0,,94.17
2013-01-13,CELEBRATION,0.0,0.0,,94.17999999999999
2013-01-13,BEVERAGES,1114.0,0.0,,94.19
2013-01-13,DAIRY,356.0,0.0,,94.2
2013-01-13,DELI,349.893,0.0,,94.21
2013-01-13,EGGS,207.0,0.0,,94.22
2013-01-13,FROZEN FOODS,111.0,0.0,,94.22999999999999
2013-01-13,GROCERY I,4064.0,0.0,,94.24
2013-01-13,GROCERY II,20.0,0.0,,94.25
2013-01-13,CLEANING,1391.0,0.0,,94.25999999999999
2013-01-14,MEATS,316.186,0.0,94.27,94.27
2013-01-14,LADIESWEAR,0.0,0.0,94.27,94.27
2013-01-14,LAWN AND GARDEN,0.0,0.0,94.27,94.27
2013-01-14,LINGERIE,25.0,0.0,94.27,94.27
2013-01-14,"LIQUOR,WINE,BEER",33.0,0.0,94.27,94.27
2013-01-14,MAGAZINES,0.0,0.0,94.27,94.27
2013-01-14,PERSONAL CARE,240.0,0.0,94.27,94.27
2013-01-14,HOME CARE,0.0,0.0,94.27,94.27
2013-01-14,PLAYERS AND ELECTRONICS,0.0,0.0,94.27,94.27
2013-01-14,POULTRY,161.838,0.0,94.27,94.27
2013-01-14,PREPARED FOODS,88.0,0.0,94.27,94.27
